id,word,class,level,past,past_participle,plural,sfi_rank,meaning_ko,meaning_ja,ex_biz,ex_biz_ko,ex_biz_ja,ex_daily,ex_daily_ko,ex_daily_ja
ox_04102,program,verb,b1,,,,240,"프로그램을 짜다, 계획하다",プログラムを作る、計画する,I will [program] the new system.,제가 새로운 시스템의 프로그램을 짜겠습니다.,私が新しいシステムのプログラムを組みます。,Can you [program] this device?,너 이 장치 설정(프로그램) 할 줄 아니?,この装置をプログラムできますか？
ox_04103,program,noun,a1,,,,240,프로그램,プログラム,We use this [program].,우리는 이 프로그램을 사용합니다.,私たちはこのプログラムを使います。,I like this TV [program].,난 이 TV 프로가 좋아.,私はこのテレビ番組が好きです。
ox_04104,programming,noun,b2,,,,90442,프로그래밍,プログラミング,[Programming] skills are in high demand.,프로그래밍 능력은 수요가 많습니다.,プログラミングスキルは需要が高いです。,He is studying computer [programming].,그는 컴퓨터 프로그래밍을 공부하고 있어.,彼はコンピュータプログラミングを勉強しています。
ox_04105,progress,noun,a2,,,,1101,"진전, 발전",進歩、進展,Check the [progress] of the work.,업무 진행 상황을 확인하세요.,仕事の進捗状況を確認してください。,I am making [progress].,나 점점 실력이 늘고 있어(진전이 있어).,私は進歩しています。
ox_04106,progress,verb,b2,,,,1101,"진행되다, 진척되다",進展する、進む,The project can [progress] faster with clear goals.,명확한 목표가 있을 때 프로젝트는 더 빨리 진행된다.,明確な目標があると、プロジェクトはより速く進む。,Her recovery [progressed] well this week.,그녀의 회복은 이번 주에 잘 진행되었다.,彼女の回復は今週順調に進んだ。
ox_04107,progressive,adjective,b2,,,,90478,"진보적인, 점진적인",進歩的な、漸進的な,The company has a [progressive] management style.,회사는 진보적인 경영 방식을 가지고 있습니다.,その会社は進歩的な経営スタイルをとっています。,It's a [progressive] disease.,그건 점진적으로 진행되는 병이야.,それは進行性の病気です。
ox_04108,prohibit,verb,b2,,,,92151,금지하다,禁止する,Smoking is [prohibited] in the building.,건물 내 흡연은 금지되어 있습니다.,館内は禁煙です。,The law [prohibits] child labor.,법은 아동 노동을 금지해.,法律は児童労働を禁止しています。
ox_04109,project,noun,a1,,,,518,"프로젝트, 계획",プロジェクト、計画,Start the [project] now.,지금 프로젝트를 시작합시다.,今すぐプロジェクトを始めてください。,I have a big [project].,나는 큰 프로젝트를 하고 있어.,私は大きなプロジェクトを抱えています。
ox_04110,project,verb,b2,,,,518,"투영하다, 계획하다, 보여주다",投影する、計画する、映し出す,We need to [project] a professional image.,우리는 전문적인 이미지를 보여주어야(투영해야) 합니다.,プロフェッショナルなイメージを打ち出す必要があります。,The data is [projected] onto the screen.,데이터가 화면에 투영되었어.,データがスクリーンに映し出されました。
ox_04111,projection,noun,c1,,,,91832,"투사, 예상, 투영",投影、予測、プロジェクション,The economic [projection] for next year is bright.,내년 경제 전망(예상)은 밝습니다.,来年の経済予測は明るいです。,The map uses a Mercator [projection].,그 지도는 메르카토르 도법(투영)을 사용해.,その地図はメルカトル図法を使用しています。
ox_04112,prominent,adjective,c1,,,,90499,"유명한, 두드러진",著名な、目立つ,He is a [prominent] figure in the IT world.,그는 IT 업계의 유명 인사입니다.,彼はIT業界の著名な人物です。,The sign was placed in a [prominent] position.,표지판이 눈에 띄는(두드러진) 곳에 설치되었어.,看板は目立つ位置に設置されました。
ox_04113,promise,noun,a2,,,,829,약속,約束,Keep your [promise].,약속을 지키세요.,約束を守ってください。,I made a [promise].,나 약속했어.,約束をしました。
ox_04114,promise,verb,a2,,,,829,약속하다,約束する,I [promise] to call you.,전화하겠다고 약속합니다.,電話すると約束します。,[Promise] me you will come.,온다고 약속해줘.,来ると約束して。
ox_04115,promising,adjective,b2,,,,91026,유망한,有望な,He is a [promising] young engineer.,그는 유망한 젊은 엔지니어입니다.,彼は有望な若手エンジニアです。,The initial results are [promising].,초기 결과가 유망해(조짐이 좋아).,初期の結果は有望です。
ox_04116,promote,verb,b1,,,,1292,"승진시키다, 홍보하다",昇進させる、宣伝する,The company plans to [promote] the new app.,회사는 새 앱을 홍보할 계획입니다.,会社は新しいアプリを宣伝する計画です。,He was [promoted] to manager.,그는 매니저로 승진했어.,彼はマネージャーに昇進しました。
ox_04117,promotion,noun,b2,,,,2444,"승진, 홍보, 장려",昇進、宣伝、促進,She received a [promotion] to manager.,그녀는 매니저로 승진했습니다.,彼女はマネージャーに昇進しました。,We are doing a sales [promotion].,우리는 판매 홍보(프로모션)를 하고 있어.,販売促進キャンペーンを行っています。
ox_04118,prompt,verb,b2,,,,2375,"촉구하다, 유도하다",促す、引き起こす,The news [prompted] a rise in stock prices.,그 소식은 주가 상승을 유도했습니다.,そのニュースが株価の上昇を促しました。,What [prompted] you to leave?,무엇 때문에 떠나기로 한 거니(촉구된 거니)?,なぜ去ることにしたのですか？
ox_04119,pronounce,verb,a2,,,,92023,발음하다,発音する,How do you [pronounce] this name?,이 이름을 어떻게 발음합니까?,この名前はどう発音しますか？,[Pronounce] it slowly.,천천히 발음해봐.,ゆっくり発音しなさい。
ox_04120,pronounced,adjective,c1,,,,91169,"확연한, 두드러진",はっきりした、顕著な,There was a [pronounced] improvement in sales.,매출에 확연한 개선이 있었습니다.,売上に顕著な改善が見られました。,He has a [pronounced] accent.,그는 억양이 아주 뚜렷해.,彼ははっきりした訛りがあります。
ox_04121,proof,noun,b2,,,proofs,2021,"증거, 증명",証拠、証明,We need [proof] of your identity.,신원을 증명할 증거가 필요합니다.,身分を証明するものが必要です。,There is no [proof] that he did it.,그가 그랬다는 증거는 없어.,彼がそれをしたという証拠はありません。
ox_04122,propaganda,noun,c1,,,,90853,"선전, 프로파간다",宣伝、プロパガンダ,The movie was criticized as war [propaganda].,그 영화는 전쟁 선전물이라는 비판을 받았습니다.,その映画は戦争プロパガンダだと批判されました。,The government uses [propaganda] to control views.,정부는 여론을 통제하기 위해 선전을 이용해.,政府は世論を統制するためにプロパガンダを利用しています。
ox_04123,proper,adjective,b1,,,,1484,"적절한, 올바른",適切な、正しい,Use [proper] tools for work.,업무에 적절한 도구를 사용하세요.,仕事には適切な道具を使いなさい。,He is a [proper] boy.,올바른(예의 바른) 아이야.,彼はきちんとした子です。
ox_04124,properly,adverb,b1,,,,1726,"제대로, 적절히",適切に、正しく,The system works [properly] now.,시스템이 이제 제대로 작동합니다.,システムは今、正しく動作しています。,Wash your hands [properly].,손 좀 깨끗이 씻어라.,手を正しく洗いなさい。
ox_04125,property,noun,b1,,,,921,"재산, 부동산",財産、不動産,The company owns this [property].,회사가 이 부동산을 소유합니다.,会社はこの物件を所有しています。,This is private [property].,이건 개인 소유물이야.,これは私有物です。
ox_04126,proportion,noun,b2,,,,1663,"비율, 부분",割合、部分,A large [proportion] of the budget is for marketing.,예산의 큰 부분이 마케팅용입니다.,予算の大部分はマーケティング費用です。,What is the [proportion] of women in the team?,팀 내 여성 비율이 어떻게 되니?,チーム内の女性の割合はどのくらいですか？
ox_04127,proposal,noun,b2,,,,980,"제안, 제의",提案、申し出,The board will review the [proposal] tomorrow.,이사회가 내일 그 제안을 검토할 것입니다.,理事会は明日、その提案を検討します。,He made a marriage [proposal].,그는 청혼(제안)을 했어.,彼はプロポーズをしました。
ox_04128,propose,verb,b2,,,,877,"제안하다, 청혼하다",提案する、プロポーズする,I [propose] that we start the project now.,지금 프로젝트를 시작할 것을 제안합니다.,今すぐプロジェクトを開始することを提案します。,He [proposed] to her last night.,그는 어젯밤 그녀에게 청혼했어.,彼は昨夜、彼女にプロポーズしました。
ox_04129,proposition,noun,c1,,,,91722,"제안, 명제",提案、命題,The firm made a business [proposition] to rivals.,회사는 경쟁사들에 사업 제안을 했습니다.,その会社は競合他社にビジネスの提案をしました。,It's a difficult [proposition] to solve.,그건 해결하기 어려운 문제(명제)야.,それは解決するのが難しい命題です。
ox_04130,prosecute,verb,c1,,,,92127,"기소하다, 수행하다",起訴する、遂行する,The state decided to [prosecute] the criminal.,당국은 그 범죄자를 기소하기로 결정했습니다.,当局はその犯罪者を起訴することに決めました。,They [prosecuted] their duties carefully.,그들은 임무를 주의 깊게 수행했어.,彼らは注意深く任務を遂行しました。
ox_04131,prosecution,noun,c1,,,,91170,"기소, 고발, 검찰",起訴、告発、検察側,The [prosecution] presented its evidence today.,검찰(기소 측)은 오늘 증거를 제시했습니다.,検察側は今日、証拠を提示しました。,He faces [prosecution] for tax fraud.,그는 탈세로 기소될 위기에 처해 있어.,彼は脱税で起訴される可能性があります。
ox_04132,prosecutor,noun,c1,,,,91514,"검사, 기소자",検察官、起訴者,The [prosecutor] questioned the witness.,검사가 목격자를 신문했습니다.,検察官は証人に質問しました。,She is a senior [prosecutor] in Tokyo.,그녀는 도쿄의 선임 검사야.,彼女は東京の上級検察官です。
ox_04133,prospect,noun,b2,,,,1949,"가망, 가능성, 조망",見込み、可能性、眺め,The [prospect] of a merger is exciting.,합병 가능성(가망)은 흥미진진합니다.,合併の見通しはわくわくするものです。,The house has a wonderful [prospect] over the sea.,그 집은 바다가 보이는 멋진 조망을 가졌어.,その家からは海の素晴らしい眺めが楽しめます。
ox_04134,prospective,adjective,c1,,,,91679,"잠재적인, 유망한",将来の、見込みのある,The firm contacted [prospective] clients for the new service.,회사는 신규 서비스를 위해 잠재적인 고객들에게 연락했습니다.,会社は新サービスのために見込み客に連絡を取りました。,Are you a [prospective] buyer of the house?,이 집의 잠재적인 구매자이신가요?,あなたはこの家の購入希望者ですか？
ox_04135,prosperity,noun,c1,,,,91590,"번영, 번창",繁栄、成功,The country entered a period of [prosperity].,그 나라는 번영의 시대로 접어들었습니다.,その国は繁栄の時代に入りました。,Peace and [prosperity] are goals for all.,평화와 번영은 모두의 목표야.,平和と繁栄はすべての人の目標です。
ox_04136,protect,verb,a2,,,,903,보호하다,保護する、守る,[Protect] the data.,데이터를 보호하세요.,データを保護してください。,[Protect] your eyes.,눈을 보호해.,目を守りなさい。
ox_04137,protection,noun,b2,,,,1563,"보호, 방어",保護、防御,The data needs strong [protection] from hackers.,데이터는 해커로부터의 강력한 보호가 필요합니다.,データはハッカーからの強力な保護を必要としています。,Wear sunscreen for [protection].,보호를 위해 선크림을 발라.,保護のために日焼け止めを塗りなさい。
ox_04138,protective,adjective,c1,,,,90967,"보호하는, 보호용의",保護する、保護用の,Wear [protective] clothing in the laboratory.,실험실에서는 보호복을 착용하십시오.,実験室では保護衣を着用してください。,He is very [protective] of his younger sister.,그는 여동생을 아주 아껴(보호하려 해).,彼は妹をとても大切にしています。
ox_04139,protein,noun,b2,,,,1978,단백질,タンパク質,Meat and beans are high in [protein].,고기와 콩은 단백질 함량이 높습니다.,肉や豆はタンパク質が豊富です。,I need more [protein] in my diet.,내 식단에는 단백질이 더 필요해.,私の食事にはもっとタンパク質が必要です。
ox_04140,protest,noun,b1,,,,1708,"항의, 시위",抗議、プロテスト,A quiet [protest] in the office.,사무실 내의 조용한 항의.,オフィス内での静かな抗議。,He was at the [protest].,그가 시위 현장에 있었대.,彼は抗議活動に参加していました。
ox_04141,protest,verb,b1,,,,1708,항의하다,抗議する,Workers [protested] against the rules.,직원들이 규칙에 항의했습니다.,従業員は規則に抗議しました。,Don't [protest].,말에 토 달지 마.,彼女に抗議してはいけません。
ox_04142,protester,noun,b2,,,,92282,시위자,抗議者、デモ参加者,The [protesters] gathered in front of the building.,시위자들이 건물 앞에 모였습니다.,抗議者たちがビルの前に集まりました。,Police moved the [protesters] away.,경찰이 시위자들을 해산시켰어.,警察はデモ参加者を移動させました。
ox_04143,protocol,noun,c1,,,,90898,"의례, 규약, 프로토콜",儀礼、規約、プロトコル,The staff must follow the strict safety [protocol].,직원들은 엄격한 안전 규약을 따라야 합니다.,スタッフは厳格な安全規約に従わなければなりません。,What is the [protocol] for this diplomatic meeting?,이 외교 회의의 의례(프로토콜)가 뭐니?,この外交会議のプロトコルは何ですか？
ox_04144,proud,adjective,b1,,,,1890,자랑스러운,誇りに思う,The boss is [proud] of the team.,상사는 팀을 자랑스럽게 여깁니다.,ボスはチームを誇りに思っています。,I am [proud] of you.,네가 자랑스러워.,あなたを誇りに思います。
ox_04145,prove,verb,b1,proved,proven/proved,,748,"증명하다, 판명되다",証明する、〜と判明する,The plan will [prove] to be successful.,계획은 성공적인 것으로 판명될 것입니다.,その計画は成功すると証明されるでしょう。,[Prove] it to me.,나한테 증명해봐.,私に証明しなさい。
ox_04146,provide,verb,a2,,,,205,제공하다,提供する,We [provide] a good service.,우리는 좋은 서비스를 제공합니다.,私たちは良いサービスを提供しています。,Can you [provide] some water?,물 좀 줄 수 있니?,水をもらえますか？
ox_04147,province,noun,c1,,,,2452,"지방, 주, 성",州、地方、省,The [province] announced a new budget today.,그 주는 오늘 새로운 예산을 발표했습니다.,その州は今日、新しい予算を発表しました。,He lives in a quiet [province].,그는 조용한 지방에 살아.,彼は静かな地方に住んでいます。
ox_04148,provincial,adjective,c1,,,,91107,"지방의, 편협한",地方の、偏狭な,The [provincial] government manages the schools.,지방 정부가 학교들을 관리합니다.,地方政府が学校を管理しています。,He has a somewhat [provincial] outlook.,그는 다소 편협한(지방적인) 관점을 가졌어.,彼はいくぶん偏狭な見方を持っています。
ox_04149,provision,noun,c1,,,,1540,"제공, 대비, 규정",提供、準備、規定,The [provision] of clean water is vital.,깨끗한 물의 공급(제공)은 필수적입니다.,清潔な水の供給は不可欠です。,Check the [provisions] of the contract.,계약서의 규정들을 확인해 봐.,契約の規定をチェックしなさい。
ox_04150,provoke,verb,c1,,,,92160,"유발하다, 화나게 하다",引き起こす、怒らせる,The speech [provoked] a strong reaction.,그 연설은 강한 반응을 유발했습니다.,その演説は強い反響を引き起こしました。,"Don't [provoke] the dog, it might bite.","개를 화나게(자극하게) 하지 마, 물 수도 있어.",犬を怒らせないでください、噛むかもしれません。
ox_04151,psychiatric,adjective,c1,,,,91680,정신의학의,精神医学の,He is receiving [psychiatric] treatment now.,그는 현재 정신과 치료를 받고 있습니다.,彼は現在、精神科の治療を受けています。,The [psychiatric] hospital is located downtown.,그 정신과 병원은 도심에 위치해 있어.,その精神病院は中心街にあります。
ox_04152,psychological,adjective,b2,,,,2523,심리적인,心理的な,The study explores the [psychological] effects of stress.,그 연구는 스트레스의 심리적 영향을 탐구합니다.,その研究はストレスの心理的な影響を調査しています。,It's a [psychological] problem.,그건 심리적인 문제야.,それは心理的な問題です。
ox_04153,psychologist,noun,b2,,,,91813,심리학자,心理学者,She is a clinical [psychologist] at the hospital.,그녀는 병원의 임상 심리학자입니다.,彼女は病院の臨床心理学者です。,The [psychologist] analyzed his behavior.,그 심리학자가 그의 행동을 분석했어.,心理学者が彼の行動を分析しました。
ox_04154,psychology,noun,b2,,,,90541,심리학,心理学,He is studying [psychology] at university.,그는 대학에서 심리학을 공부하고 있습니다.,彼は大学で心理学を学んでいます。,[Psychology] helps us understand people.,심리학은 사람들을 이해하는 데 도움이 돼.,心理学は人々を理解するのに役立ちます。
ox_04155,pub,noun,a2,,,,2141,"펍, 술집",パブ、居酒屋,Let's meet at the [pub].,펍에서 만납시다.,パブで会いましょう。,I like this [pub].,난 이 펍이 좋아.,このパブが好きです。
ox_04156,public,adjective,a2,,,,287,"공공의, 대중의",公共の、公の,This is a [public] office.,이곳은 관공서(공공 사무소)입니다.,ここは公共のオフィスです。,Don't talk in [public].,사람들 앞에서 말하지 마.,人前で話さないで。
ox_04157,public,noun,a2,,,,287,"대중, 일반 사람들",大衆、公衆,The [public] needs to know.,대중들이 알아야 합니다.,一般の人々が知る必要があります。,I like [public] parks.,나는 공원이 좋아.,私は公立公園が好きです。
ox_04158,publication,noun,b2,,,,2041,"출판, 발행, 발표",出版、発行、公表,The [publication] of the report was delayed.,보고서의 발표가 지연되었습니다.,報告書の公表が遅れました。,The magazine is a weekly [publication].,그 잡지는 주간 발행물이야.,その雑誌は週刊の発行物です。
ox_04159,publicity,noun,b2,,,,91349,"홍보, 광고, 언론의 관심",宣伝、広告、注目,The new product received a lot of [publicity].,신제품이 많은 언론의 관심(홍보 효과)을 받았습니다.,新製品は大きな注目を集めました。,Bad [publicity] can ruin a firm.,나쁜 평판(광고)은 회사를 망칠 수 있어.,悪評は会社を台無しにする可能性があります。
ox_04160,publish,verb,a2,,,,91046,"출판하다, 발표하다",出版する、発表する,We will [publish] the report tomorrow.,우리는 내일 보고서를 발표(출판)할 것입니다.,明日報告書を発表します。,He [published] a book.,그가 책을 냈어.,彼は本を出版しました。
ox_04161,publishing,noun,b2,,,,90443,"출판, 출판업",出版、出版業,He works in the [publishing] industry.,그는 출판업계에서 일합니다.,彼は出版業界で働いています。,The [publishing] house is very famous.,그 출판사는 아주 유명해.,その出版社はとても有名です。
ox_04162,pull,noun,b1,,,,799,"잡아당기기, 영향력",引くこと、影響力,The project has a strong [pull] in the office.,프로젝트는 사무실 내에서 강한 영향력(끌어당김)이 있습니다.,そのプロジェクトはオフィス内で強い影響力を持っています。,Give it a [pull].,한번 당겨봐.,それを引いてみて。
ox_04163,pull,verb,a2,,,,799,"당기다, 뽑다",引く、抜く,[Pull] the door to open.,문을 당겨서 여세요.,ドアを引いて開けてください。,Don't [pull] my hair.,내 머리카락 잡아당기지 마.,髪を引っ張らないで。
ox_04164,pulse,noun,c1,,,,91171,"맥박, 진동",脈拍、鼓動,The nurse checked the patient's [pulse].,간호사가 환자의 맥박을 확인했습니다.,看護師は患者の脈拍をチェックしました。,I can feel the [pulse] of the city here.,여기서 도시의 활기(진동)를 느낄 수 있어.,ここで街の鼓動を感じることができます。
ox_04165,pump,noun,c1,,,,2475,펌프,ポンプ,The water [pump] in the basement is broken.,지하의 워터 펌프가 고장 났습니다.,地下のウォーターポンプが壊れています。,Use the air [pump] for your tires.,타이어에 공기 펌프를 사용해.,タイヤに空気入れを使いなさい。
ox_04166,pump,verb,c1,,,,2475,"(펌프로) 퍼 올리다, 주입하다",（ポンプで）汲む、注入する,They [pump] oil from the deep ground.,그들은 깊은 땅속에서 석유를 퍼 올립니다.,彼らは地中深くから石油を汲み上げています。,The firm [pumps] money into research.,회사는 연구에 돈을 쏟아붓고(주입하고) 있어.,会社は研究に資金を投入しています。
ox_04167,punch,noun,c1,,,,90520,"펀치, 강타, 구멍 뚫는 기구",パンチ、強打、穴あけ機,The boxer delivered a powerful [punch].,권투 선수가 강력한 펀치를 날렸습니다.,ボクサーは強力なパンチを繰り出しました。,I need a paper [punch] for these files.,이 서류들을 위해 펀치(천공기)가 필요해.,これらの書類のためにパンチが必要です。
ox_04168,punch,verb,c1,,,,90521,"펀치로 치다, 구멍을 뚫다",パンチする、穴をあける,He [punched] the button to start the machine.,그는 기계를 시작하기 위해 버튼을 눌렀습니다(쳤습니다).,彼は機械を始動させるためにボタンを押しました。,She [punched] holes in the paper.,그녀는 종이에 구멍을 뚫었어.,彼女は紙に穴をあけました。
ox_04169,punish,verb,b1,,,,91496,"처벌하다, 벌주다",罰する,The company will [punish] fraud.,회사는 사기 행위를 처벌할 것입니다.,会社は不正行為を罰します。,Don't [punish].,그녀한테 벌주지 마.,彼女を罰してはいけません。
ox_04170,punishment,noun,b1,,,,90479,"처벌, 벌",罰、処罰,There is a [punishment] for late reports.,보고서 제출 지연에 대한 처벌이 있습니다.,報告書の遅延には罰則があります。,It was a hard [punishment].,그건 가혹한 벌이었어.,それは厳しい罰でした。
ox_04171,punk,noun,b2,,,,90774,펑크 (음악/스타일),パンク,The band plays 70s [punk] music.,그 밴드는 70년대 펑크 음악을 연주합니다.,そのバンドは70年代のパンクミュージックを演奏します。,He has a [punk] hairstyle.,그는 펑크 스타일 머리를 했어.,彼はパンクな髪型をしています。
ox_04172,pupil,noun,b2,,,,2097,"학생, 제자, 눈동자(동공)",生徒、弟子、瞳孔,The school has over 500 [pupils].,그 학교에는 500명이 넘는 학생들이 있습니다.,その学校には500人以上の生徒がいます。,The light caused his [pupils] to contract.,빛 때문에 그의 동공이 수축되었어.,光で彼の瞳孔が収縮しました。
ox_04173,purchase,noun,b2,,,,1002,"구매, 구입품",購入、購入品,Please keep the receipt for your [purchase].,구매 영수증을 보관해 주십시오.,購入の領収書を保管しておいてください。,It was a very expensive [purchase].,그건 아주 비싼 구입품이었어.,それは非常に高価な買い物でした。
ox_04174,purchase,verb,b2,,,,1002,구매하다,購入する,You can [purchase] tickets online.,티켓은 온라인으로 구매하실 수 있습니다.,チケットはオンラインで購入できます。,We [purchased] a new car.,우리는 새 차를 샀어.,私たちは新しい車を購入しました。
ox_04175,pure,adjective,b2,,,,2264,"순수한, 깨끗한",純粋な、きれいな,The ring is made of [pure] gold.,그 반지는 순금으로 만들어졌습니다.,その指輪は純金でできています。,It was [pure] luck.,그건 순전히 운이었어.,それは純粋に運でした。
ox_04176,purely,adverb,b2,,,,91047,"순전히, 오직",純粋に、単に,The decision was [purely] financial.,그 결정은 순전히 재정적인 것이었습니다.,その決定は純粋に財務的なものでした。,I did it [purely] for fun.,난 오직 재미로 그걸 했어.,単に楽しむためにやりました。
ox_04177,purple,adjective,a1,,,,90522,보라색의,紫の,Use a [purple] pen.,보라색 펜을 사용하세요.,紫のペンを使ってください。,She has a [purple] hat.,보라색 모자를 쓰고 있어.,彼女は紫の帽子を持っています。
ox_04178,purple,noun,a1,,,,90523,보라색,紫,The logo is [purple].,로고가 보라색입니다.,ロゴは紫です。,I like [purple].,난 보라색이 좋아.,私は紫が好きです。
ox_04179,purpose,noun,a2,,,,735,"목적, 의도",目的、意図,What is the [purpose] of this meeting?,이 회의의 목적이 무엇입니까?,この会議の目的は何ですか？,He did it on [purpose].,그는 일부러(의도를 가지고) 그랬어.,彼はわざとそれをしました。
ox_04180,pursue,verb,b2,,,,1784,"추구하다, 밀고 나가다",追求する、続ける,The company will [pursue] new market opportunities.,회사는 새로운 시장 기회를 추구할 것입니다.,会社は新しい市場の機会を追求します。,She wants to [pursue] a career in law.,그녀는 법조계 경력을 쌓고 싶어 해.,彼女は法律の仕事を続けたいと思っています。
ox_04181,pursuit,noun,b2,,,,90999,"추구, 추적",追求、追跡,The [pursuit] of happiness is a human right.,행복의 추구는 인간의 권리입니다.,幸福の追求は人間の権利です。,The police were in [pursuit] of the thief.,경찰이 도둑을 추격 중이었어.,警察は泥棒を追跡していました。
ox_04182,push,noun,b1,,,,868,"압박, 밀기, 추진",押し、推進、圧迫,We need a strong [push] for sales.,우리는 매출을 위한 강력한 추진(압박)이 필요합니다.,私たちは売上のための強い推進力が必要です。,Give the door a [push].,문 좀 밀어봐.,ドアを押しなさい。
ox_04183,push,verb,a2,,,,868,"밀다, 추진하다",押す、推進する,We must [push] for sales.,우리는 매출을 위해 밀어붙여야 합니다.,売上のために押し進めなければなりません。,[Push] the door.,문 밀어봐.,ドアを押しなさい。
ox_04184,put,verb,a1,put,put,,139,"놓다, 두다",置く、入れる,Please [put] the files on the desk.,서류를 책상 위에 두세요.,ファイルを机の上に置いてください。,[Put] some sugar in the tea.,차에 설탕을 좀 넣어.,紅茶に砂糖を入れなさい。
ox_04185,puzzle,noun,b2,,,,91459,"퍼즐, 수수께끼",パズル、謎,The missing data is a [puzzle] to the analysts.,사라진 데이터는 분석가들에게 수수께끼입니다.,失われたデータはアナリストにとって謎です。,I love solving crossword [puzzles].,나는 크로스워드 퍼즐 푸는 걸 좋아해.,私はクロスワードパズルを解くのが好きです。
ox_04186,qualification,noun,b1,,,,2753,"자격, 조건",資格、条件,He has the right [qualifications] for the job.,그 업무에 적합한 자격 조건을 갖추고 있습니다.,彼はその仕事に適した資格を持っています。,I need a teaching [qualification].,나는 교사 자격증이 필요해.,教員資格が必要です。
ox_04187,qualified,adjective,b1,,,,90337,자격 있는,資格のある,He is [qualified] for the job.,업무에 적합한 자격을 갖추고 있습니다.,彼はその仕事の資格があります。,She is [qualified] to teach.,가르칠 자격이 있어.,彼女は教える資格を持っています。
ox_04188,qualify,verb,b1,,,,1823,자격을 얻다,資格を得る,You must [qualify] for the manager role.,매니저 직책을 맡으려면 자격을 갖춰야 합니다.,マネージャーの役職には資格が必要です。,Did John [qualify] for the race?,경주 자격을 얻었니?,彼はレースの資格を得ましたか？
ox_04189,quality,noun,a2,,,,517,"질, 품질",質、品質,We need high [quality].,우리는 높은 품질이 필요합니다.,高い品質が必要です。,The [quality] of food is good.,음식 질이 좋아.,食べ物の質が良いです。
ox_04190,quantity,noun,a2,,,,2267,"수량, 양",数量、量,What is the [quantity] we need?,우리가 필요한 수량이 얼마입니까?,私たちが必要な数量はいくらですか？,I need a small [quantity].,적은 양이 필요해.,少量が要ります。
ox_04191,quarter,noun,a1,,,,869,"4분의 1, 분기",四分の一、四半期,The first [quarter] is done.,1분기가 끝났습니다.,第一四半期が終わりました。,It is a [quarter] past five.,5시 15분이야.,五時十五分です。
ox_04192,queen,noun,a2,,,,90152,여왕,女王,The [Queen] visited our office.,여왕님이 우리 사무실을 방문하셨습니다.,女王が私たちのオフィスを訪問しました。,She is the [queen] of the party.,파티의 주인공(여왕)이야.,彼女はパーティーの主役です。
ox_04193,query,noun,c1,,,,92037,"문의, 의문",質問、疑問、照会,We received a customer [query] about the app.,앱에 대한 고객 문의를 받았습니다.,アプリに関する顧客からの問い合わせを受けました。,There is some [query] over the data.,데이터에 대해 약간의 의문이 있어.,データについていくつかの疑問があります。
ox_04194,quest,noun,c1,,,,90618,"탐구, 추구",探求、追求,They are on a [quest] for the truth.,그들은 진실을 위한 탐구 중입니다.,彼らは真実の探求の途上にあります。,His [quest] for fame led him to Tokyo.,명성을 얻으려는(추구하는) 노력이 그를 도쿄로 이끌었어.,名声の追求が彼を東京へ導きました。
ox_04195,question,noun,a1,,,,181,질문,質問,Do you have a [question]?,질문이 있으십니까?,質問はありますか？,Ask me a [question].,나한테 질문해봐.,私に質問してください。
ox_04196,question,verb,a2,,,,181,"질문하다, 의심하다",質問する、疑う,Don't [question] his honesty.,그의 정직함을 의심하지 마세요.,彼の誠実さを疑わないでください。,They [questioned] the witness.,그들은 목격자에게 질문을 했어.,彼らは目撃者に質問しました。
ox_04197,questionnaire,noun,b2,,,,92192,설문지,アンケート、質問票,Please fill out the [questionnaire] online.,온라인 설문지를 작성해 주십시오.,オンラインでアンケートに答えてください。,We sent out a [questionnaire] to customers.,우리는 고객들에게 설문지를 보냈어.,私たちは顧客にアンケートを送りました。
ox_04198,queue,noun,b1,,,,91848,"줄, 대기 행렬",列,The [queue] for the talk was long.,강연 대기 줄이 길었습니다.,講演の列は長かったです。,Wait in the [queue].,줄 서서 기다려.,列に並んで待ちましょう。
ox_04199,queue,verb,b1,,,,91849,줄을 서다,列に並ぶ,People were [queuing] for the new phone.,사람들이 새 휴대폰을 사려고 줄을 서 있었습니다.,人々は新しい携帯電話のために列に並んでいました。,We had to [queue] for an hour.,우리는 한 시간 동안 줄을 서야 했어.,私たちは1時間並ばなければなりませんでした。
ox_04200,quick,adjective,a1,,,,1195,빠른,速い,We need a [quick] answer.,빠른 답변이 필요합니다.,素早い回答が必要です。,Be [quick]!,빨리 서둘러!,急いで！
ox_04201,quickly,adverb,a1,,,,783,빨리,早く,Finish the work [quickly].,업무를 빨리 끝내세요.,仕事を早く終わらせてください。,Run [quickly]!,빨리 달려!,早く走って！
ox_04202,quiet,adjective,a1,,,,1313,조용한,静かな,This is a [quiet] office.,이곳은 조용한 사무실입니다.,ここは静かなオフィスです。,Be [quiet] please.,조용히 해줘.,静かにしてください。
ox_04203,quietly,adverb,a2,,,,2672,조용히,静かに,Please talk [quietly].,조용히 말씀해 주세요.,静かに話してください。,He sat [quietly].,조용히 앉아 있었어.,彼は静かに座っていました。
ox_04204,quit,verb,b1,quit,quit,,90278,그만두다,辞める、やめる,He decided to [quit] his job.,직장을 그만두기로 결정했습니다.,彼は仕事を辞めることにしました。,Don't [quit] now.,지금 포기하지 마(그만두지 마).,今やめてはいけません。
